parameter,lot_id,date,Owner
EGP_NBTI_PID_6X_150_Ref_ID_M5,A2C6V,2022-06-14,REL
EGP_NBTI_PID_6X_150_Intercept_M5,A2BTF,2022-06-13,REL
EGP_NBTI_PID_6X_150_Slope_M5,A2BTF,2022-06-13,REL
UN_PBTI_PID_6X_08_PreVt_M5,A2BTF,2022-06-13,REL
UN_PBTI_PID_6X_08_Ref_ID_M5,A2BTF,2022-06-13,REL
UP_NBTI_PID_6X_08_PreVt_M5,A2BTF,2022-06-13,REL
UP_NBTI_PID_6X_08_Ref_ID_M5,A2BTF,2022-06-13,REL
EGP_NBTI_150_20F_GOF_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_GOF_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_GOF_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_GOF_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Intercept_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Intercept_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Intercept_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Intercept_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Slope_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Slope_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Slope_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_150_20F_Slope_M5,A2BZZ,2022-05-23,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_08_40F_U_PreVt_M5,A2BZZ,2022-05-23,REL
SN_HCI_before_M5,A2BZZ,2022-05-23,REL
SN_HCI_stress_ileak_ID_M5,A2BZZ,2022-05-23,REL
SN_HCI_stress_ileak_IS_M5,A2BZZ,2022-05-23,REL
SN_HCI_before_095_M5,A2BZZ,2022-05-23,REL
SN_HCI_after_095_M5,A2BZZ,2022-05-23,REL
EGP_NBTI_PID_6X_150_GOF_M5,A2ATR,2022-05-23,REL
EGP_NBTI_PID_6X_150_SHIFT1_M5,A2ATR,2022-05-23,REL
EGP_NBTI_PID_6X_150_SHIFT2_M5,A2ATR,2022-05-23,REL
SGN_PBTI_08_40F_U_Ref_ID_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_08_40F_U_Ref_ID_M5,A2BZZ,2022-05-23,REL
SGP_NBTI_150_08_40F_U_Ref_ID_M5,A2BZZ,2022-05-23,REL
P032_4FET_PD_DIBL_M5,A2BZZ,2022-05-23,SRAM
P032_4FET_PG_DIBL_M5,A2BZZ,2022-05-23,SRAM
